DISAPPROVALS_BL,DISAPPROVALS_EN,DISAPPROVALS_FM,DISAPPROVALS_OM,NOTE_BL,NOTE_EN,NOTE_FM,NOTE_OM,ENGLISH,H_CLASS_PRES,ONLINE_TASKS,ABSENCES,NOTE_BL_CAT,NOTE_EN_CAT,NOTE_FM_CAT,NOTE_OM_CAT
0.0,0.0,0.0,0.0,7.072089321905209,7.632535931431258,8.55582135618958,5.4,1.0,14.279106780947902,5.279106780947902,3.0,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.654305810888281,7.544376148997267,6.345694189111719,7.108611621776563,0.728470945558592,3.271529054441408,3.728470945558592,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.4999841519203105,7.100015848079689,7.600010565386459,6.9,5.282693229680113e-05,4.0,3.000052826932297,3.999947173067703,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.327647517691966,7.3230395980766385,6.504607919615328,6.909215839230656,1.0,15.092158392306555,5.0,2.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.555737369883601,7.955737369883601,9.144262630116398,7.569946136938264,0.18579123294533695,24.0,7.0,1.8142087670546632,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,8.180796339317856,8.176814642728571,9.528805491023215,7.4672128123875,0.09601830341071471,21.096018303410716,5.0,1.0960183034107147,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.795307011407769,7.704692988592231,8.70469298859223,7.707821647653717,0.0,16.0,7.0,1.9843567046925659,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.759527083792834,7.293385879578574,8.473543518314296,5.5867717591571475,1.0,5.066141204214261,4.0,4.0,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.680978852868811,7.714126882787137,7.952169177049516,7.690211471311895,1.0,16.190211471311894,4.619577057376209,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.78372191429587,8.15116574288761,8.965112342816521,6.739550628733918,0.8372191429586986,24.1627808570413,7.0,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,8.025370092222424,7.5,7.774629907777575,5.4093287384721975,0.0,24.093287384721968,5.0,2.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.8477556057837194,7.721633408675579,9.538778028918598,7.778366591324421,0.7387780289185977,19.0,7.0,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.891983337928418,8.104008331035791,9.695991668964208,7.912024993107373,0.959916689642091,12.0,5.0,1.959916689642091,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,8.064290531716368,8.574983138992712,9.071418936567264,7.839273670709081,0.6785473414181606,14.0,3.3570946828363213,3.6785473414181604,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.6,8.0,8.71411228092492,7.728224561849843,0.0,20.141122809249214,7.0,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.8,7.721748128900401,9.0054370322251,5.4,0.0,12.0,5.1087406445020065,2.9456296777489968,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.8,7.788587424346887,9.042937121734436,6.1798880295717895,0.0,13.0,0.885874243468872,2.442937121734436,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.240777077058474,7.740070643368952,9.20035321684476,5.4,0.4007064336895213,12.0,4.599293566310479,3.0,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.557098511951691,7.809464682602253,8.304732341301127,7.223661706505634,1.0,5.0,2.0,5.523661706505634,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.220146133591911,7.37985386640809,7.7865692442720595,6.9,0.9328462213602992,4.0,3.932846221360299,3.067153778639701,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,8.192391527323448,8.354349163940697,9.177174581970347,7.930433890706203,1.0,9.847830546468986,1.9239152732344929,4.0,"(6, 8]","(8, 10]","(8, 10]","(8, 10]"
0.0,0.0,0.0,0.0,7.550335910247605,7.500895760660279,8.549440149587326,5.799104239339722,0.0,15.498880299174651,6.498880299174652,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.6747809765541755,7.268695244138544,5.419133291030193,7.262609511722912,1.0,4.313047558614562,5.686952441385438,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.420809346157776,7.379190653842224,8.287284115419986,7.954334576895565,1.0,8.0,5.0,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.125094405766759,7.599622376932963,7.791131700655032,7.183018647444136,0.41698135255586366,9.583018647444137,7.0,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.4726753232364365,8.018216451175709,8.090891774412144,7.9362424208850175,0.09108225587854601,9.908917744121453,4.908917744121454,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.44060598718129,7.617402565934838,8.947792302195484,7.970995723441936,0.0,10.0,5.058008553116128,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.306431922319359,6.9578873008742255,6.857887300874225,6.6643192231935835,1.0,9.0,6.871361553612833,1.0643192231935834,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.8,8.259762946045862,8.640237053954136,7.081659377678962,0.40237053954137436,17.597629460458627,7.0,1.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.809383608688462,7.595308195655769,7.585924586967307,6.997654097827884,0.0,5.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.168233337050223,7.535291671312779,5.597649994424666,6.6329416657374445,0.3294166573744429,13.329416657374443,4.670583342625557,2.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.770505425623518,8.155758138435278,9.09262635640588,8.04631317820294,0.0,10.0,5.0,3.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,8.32863594440796,8.273238479152985,8.6,7.86431797220398,1.0,11.0,5.0,1.9107949305099488,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.738621728986161,8.192588025725783,8.9232771612327,8.038621728986161,1.0,13.0,5.0,2.846554322465403,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.7254999453343975,8.138249918001595,8.338249918001596,7.512749972667199,0.8725002733280143,23.0,7.0,1.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.7813939250518205,8.153484812629552,6.3395455621113435,7.362787850103642,0.0930303747408957,4.0,3.093030374740896,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.735706935502667,7.964293064497332,9.048194072632334,5.4,1.0,12.0,4.410732661243333,3.0,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.621093824787096,8.159635391737636,9.187152811016487,7.827517419278852,1.0,13.0,5.0,4.532117972458782,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.2934489434279905,8.1,8.5,5.7995664621450365,0.0,7.733622358569976,4.0,4.0,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.620109383089233,7.550273457723082,8.530710990080014,7.150273457723082,0.0,11.100546915446165,2.8994530845538353,2.7989061691076706,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.963683204730777,8.58547328189231,9.092736640946155,7.207263359053845,0.0,5.0,5.0,3.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,8.081828006838114,8.062350294506146,8.801305719170081,7.323394869842211,0.0,12.597388561659837,0.0,2.4026114383401627,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.578060511422704,8.034181534268113,8.701272301402168,5.4,0.0,20.10969744288648,6.89030255711352,1.8903025571135204,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.792840884589622,7.992840884589622,8.646420442294811,7.6464204422948105,1.0,13.0,6.0,2.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.75263663363406,8.21054653453624,9.25790990090218,7.50527326726812,0.0,15.7368168318297,6.7368168318297,3.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,8.062028891226138,8.242782665264317,9.247594221754772,8.242782665264317,0.5240577824522759,15.0,5.475942217547724,2.0,"(6, 8]","(8, 10]","(8, 10]","(8, 10]"
0.0,0.0,0.0,0.0,7.938708421746409,7.0735498939043095,5.64709978780862,6.610324840856465,0.877416843492817,5.122583156507183,5.0,3.0,"(6, 8]","(6, 8]","(4, 6]","(6, 8]"
0.0,0.0,0.0,0.0,7.885586840247405,8.1,8.343239479257788,7.785586840247404,1.0,10.927934201237022,5.0,3.0720657987629787,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.5816386373510145,8.109180681324492,8.23622897801326,7.336722725297971,0.0,6.0,5.0,2.4540965933775367,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.420346112096722,7.340692224193442,8.761038336290163,5.4,0.7344870403224036,3.0,4.734487040322404,3.0,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.163282618556871,7.2101521443293874,8.573434762886258,5.4,1.0,3.6328261855687076,4.367173814431292,2.3671738144312924,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.101888087857623,7.69433573642713,7.015104702860988,6.9,1.0,4.981119121423765,3.0188808785762347,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.870371251084285,8.510053035869184,8.560318215215101,8.010053035869184,0.8994696413081641,12.899469641308164,0.0,3.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.000756104102015,7.499243895897985,8.951134156153023,7.851134156153023,0.5037805205100756,4.0,5.0,2.503780520510076,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.337992871425273,7.375985742850545,7.806989307137909,5.989067721459912,0.3100356428736376,20.689964357126364,5.689964357126362,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.199158804052432,7.6330529346841445,9.498317608104864,7.266526467342072,0.6652646734207209,16.0,5.0,1.334735326579279,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.230451154082235,7.330451154082235,8.474060386740113,6.96090230816447,0.0,12.0,5.0,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.839727117886391,7.769863558943196,9.37808982520474,7.760272882113609,0.698635589431956,19.0,7.0,1.301364410568044,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.492755135129482,8.133542316595047,7.866457683404952,6.940787181465566,0.0,10.407871814655662,2.703935907327831,5.296064092672169,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.446260927010254,7.795513112412305,8.54925218540205,7.101495629195899,1.0,4.0,7.0,2.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.651068309927098,7.4,8.074465845036451,6.625534154963549,1.0,4.0,4.914886150121504,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.457562437413569,7.757562437413569,8.45108034820194,7.151080348201939,0.0,12.0,6.0,2.5108034820193845,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.829840883902017,7.725132596748319,7.770159116097982,7.450265193496638,0.0,10.0,5.0,1.5497348065033618,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.1,7.599690409505314,5.899690409505313,5.4,1.0,3.0,2.199380819010627,3.800619180989373,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,8.007703473793098,8.338468982528733,8.730765508735633,7.484593052413802,1.0,10.307655087356336,6.0,1.6923449126436636,"(8, 10]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.308466898503661,7.683066202992679,8.808466898503662,7.495766550748169,1.0,8.957665507481696,5.0,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.896888822977788,8.1,9.346585882553532,7.880121176169702,0.6335352936161702,15.0,5.0,2.0,"(6, 8]","(8, 10]","(8, 10]","(8, 10]"
0.0,0.0,0.0,0.0,8.2,8.174560723178129,9.42485357439271,7.775732128036454,0.0,7.751464256072907,4.751464256072907,3.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.20875342365436,7.4520776272427325,6.682493152691279,6.869584474551454,0.6958447455145349,15.0,5.0,2.3041552544854653,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.360429834834975,7.7916741913342715,7.345837095667136,7.229185478335679,0.7708145216643212,3.5416290433286424,0.45837095667135763,6.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.598166354948436,7.063610591580727,8.267277881683855,7.232722118316145,1.0,4.672778816838546,5.0,2.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.472658767603943,7.345317535207886,6.9210979460065705,5.4,0.0,15.242195892013143,3.242195892013142,2.242195892013142,"(6, 8]","(6, 8]","(6, 8]","(4, 6]"
0.0,0.0,0.0,0.0,7.666188450173259,8.081659575606405,8.88309422508663,7.564753800693036,0.16905774913370575,11.0,7.0,2.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.9,8.190056639127217,9.112570798909022,7.7,1.0,5.0,5.225141597818044,2.774858402181956,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.116735632191024,8.2,8.503765006392022,7.661088122602992,0.12970625799002689,17.0,7.0,1.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.391621615774682,7.4907507520500705,8.472252256150211,7.481501504100142,0.5462462397496465,4.0,5.0,2.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.550693011607719,7.898613976784561,8.708316139292634,7.847920965176842,0.5069301160771944,10.506930116077195,5.0,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.6,8.33126100873143,8.556128903954287,7.537477982537143,0.0,13.0,6.312610087314285,1.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.3266566964666,7.653313392933198,8.7533133929332,6.9,0.0,14.0,5.366716517667005,3.6332834823329954,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.337855865410965,8.02428826917807,8.343216201883553,7.34857653835614,1.0,5.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.686574569822128,7.791049713214752,8.855248566073762,7.477624283036881,1.0,14.0,3.0447514339262383,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.62964407247794,7.529644072477939,8.82964407247794,7.159288144955879,0.7035592752206028,13.0,5.703559275220603,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.368080471265228,8.071986588122462,8.328013411877539,7.259932940612311,0.0,6.71986588122462,5.0,4.439731762449241,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.058406762236843,7.258406762236843,8.656194928322368,5.4292033811184215,0.8539830944078918,15.0,5.853983094407892,3.0,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.9975752223004895,8.055410873071779,7.815671301542578,6.984328698457422,1.0,5.0,5.0,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.53097653141429,7.585859188485743,7.695624502628646,7.761953062828581,0.0,20.309765314142904,7.0,1.6902346858570967,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.847811553807253,7.852188446192748,8.960942230963738,6.8956231076145045,0.4781155380725217,8.521884461927478,4.0,3.4781155380725215,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.667259104214748,8.100888656322123,8.69733403103363,5.4,0.0,3.663704478926256,4.336295521073744,3.0,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.738110051361182,8.138110051361181,8.528660308167089,7.309449743194093,1.0,23.381100513611813,7.0,1.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.728052976868662,8.124423814949296,8.44026488434331,5.4,0.28052976868661883,15.0,6.0,1.2805297686866188,"(6, 8]","(8, 10]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,8.100849601573874,8.265533864568168,9.865533864568167,8.399150398426126,0.0,10.33616533857958,6.0,2.0,"(8, 10]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.541943264537048,8.1,8.874170206388856,7.474170206388856,0.0,22.29028367731476,7.0,1.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.1,7.678831639099917,6.5752871664857855,6.088217916214464,1.0,2.5411880558570243,2.5411880558570243,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,6.892885091908263,6.911858180152896,8.19762836396942,6.892885091908263,1.0,4.0,5.0,2.023716360305791,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.8760632629098,8.4441476134562,8.5638312989072,7.7,0.07978912363400037,11.0,5.0,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.541796954358652,7.341796954358653,9.208984771793263,7.316406091282695,1.0,8.417969543586526,5.0,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.234252373164947,7.428543644304122,8.822834915443298,5.479922204051541,0.0,9.0,4.0,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,8.283546466046973,8.222790576125261,9.31139528806263,8.0,0.0,4.278488220156577,5.278488220156577,2.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.808812656950056,7.808812656950056,7.835250627800223,6.970501255600446,0.08812656950055775,4.0,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.553895403834262,7.553895403834262,9.292422608946612,7.092209192331476,1.0,4.0,3.0,3.3073639744382524,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.2,7.767699229391819,9.707079691756727,7.840929306452637,0.267699229391819,8.0,5.0,3.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.0501481268676125,7.622189305140531,8.816716042289203,5.4,0.6109465257026532,9.0,6.389053474297347,2.7781069485946936,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.253912111817247,7.382029296060918,7.5539121118172465,6.710146480304589,1.0,9.179707039390824,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.861643939097183,8.3,9.79794507612852,7.597945076128521,0.5958901522570429,19.40410984774296,3.8082196954859144,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.110750525426926,7.3772008406830825,8.655699789829228,5.577200840683083,0.7784989491461473,15.0,5.778498949146147,3.0,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.443988305445621,7.590381288712993,8.446392983267373,7.243988305445621,0.0,16.48797661089124,4.024046778217519,3.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.9255791222032625,8.064652526678042,8.71953670223739,7.474420877796737,0.0,10.548841755593473,7.0,2.0,"(8, 10]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.961497911602973,7.484669451196035,6.9,7.177004176794053,0.5383263720099121,2.923347255980176,1.538326372009912,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.121581170628115,7.543492620851989,9.060955725111937,7.1,1.0,13.0,6.434926208519895,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.87435245911959,8.079481967295672,8.994870491823917,7.658963934591345,1.0,5.0,5.0,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,8.0,8.62932631307113,8.536856127665276,7.739101750761508,0.09775437690376865,21.09775437690377,5.902245623096231,2.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.63785851827947,7.850286814623576,9.512428296344106,7.862715110967682,0.8757170365589394,8.0,5.0,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.579433275636549,8.439716637818275,9.119149913454823,7.43900823236396,0.0,5.0,4.801416810908627,3.397166378182746,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.411314378546943,7.6886856214530575,8.905657189273471,5.4,0.9434281072652854,8.056571892734715,5.113143785469429,3.0565718927347145,"(6, 8]","(6, 8]","(8, 10]","(4, 6]"
0.0,0.0,0.0,0.0,7.729548392503821,8.1,9.819698928335882,7.459096785007643,0.0,17.9015053583206,6.0984946416794035,2.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.726512326144574,8.373487673855427,9.18790139084341,5.771172566024036,0.7348767385542605,17.26512326144574,7.0,1.0,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.952472027172708,7.299011189130917,9.204944054345415,7.049505594565458,1.0,5.0,3.4950559456545847,3.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.769306898624681,8.138613797249361,8.876732753438299,7.869306898624681,1.0,11.0,5.846534493123405,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.395867430781814,7.598966857695453,6.302066284609093,6.309298280740919,1.0,5.0,0.0,3.5051657115227326,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.749606947868317,8.524410421802477,9.348820843604953,7.824410421802477,0.0,13.0,6.0,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.4583120284253255,7.438959905248916,8.48337594314935,7.327791981049783,0.13895990524891622,11.277919810497833,4.1389599052489165,7.583120284253251,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.349517237404688,7.900965525190624,7.775724143892968,7.524275856107032,1.0,9.0,4.7475861870234395,1.74758618702344,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.8,8.073177609503768,9.058598485533906,7.119532828511302,0.0,6.0,5.0,2.2682239049623276,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.967053198222455,7.916473400888773,7.815313806221407,7.23410639644491,0.835265991112276,6.835265991112276,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.624322032672536,7.835135593465493,7.870271186930985,7.040542373861971,0.0,4.351355934654927,5.0,3.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.620540122655929,7.694053496874571,9.041080245311857,6.679459877344072,0.7351337421864286,15.264866257813571,6.0,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.37493084711124,7.709917016533487,8.534986169422247,7.130027661155505,1.0,4.0,7.0,2.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.6,8.066659239262377,8.870832404907798,7.454162024538984,0.2916759509220297,13.0,6.0,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,8.2,8.35286112754288,9.46321528188572,8.02643056377144,0.0,8.0,5.6321528188571985,1.735694362285602,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.888947335478412,8.32236833869603,9.522368338696031,6.399473980694292,0.0,6.44473667739206,4.55526332260794,1.5552633226079402,"(6, 8]","(8, 10]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.069952313938087,7.790006812294559,8.49000681229456,6.719986375410882,0.0,24.0,6.0,1.0999318770544098,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.422007077293851,7.338996461353075,6.444014154587702,6.929533617145792,1.0,3.805017693234628,2.805017693234628,4.0,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.8040890994815,7.5,7.9959109005185,5.436988862564813,0.0,24.369888625648123,5.0,2.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.689120495420005,8.135146584096665,9.489120495420005,7.9,1.0,12.0,5.0,2.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,7.6,7.719688318670534,8.827461039833818,7.237305199169083,0.7253896016618326,13.0,6.0,1.0,"(6, 8]","(6, 8]","(8, 10]","(6, 8]"
0.0,0.0,0.0,0.0,6.94193218442234,7.7838643688446805,6.972559198745211,6.54193218442234,0.7903390778882996,2.2096609221117003,5.0,4.580678155776599,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,8.03080499097201,7.4769349969906695,7.534597504513995,6.919272489467345,0.11532501504665005,10.0,5.0,2.11532501504665,"(6, 8]","(6, 8]","(6, 8]","(6, 8]"
0.0,0.0,0.0,0.0,7.7535102993572185,7.676755149678609,8.914041197428876,5.4,0.6162242516069529,13.0,6.383775748393047,1.0,"(6, 8]","(8, 10]","(8, 10]","(4, 6]"
